Age,Education Level,Job Title,Years of Experience,Salary
36,High School,Data Analyst,10,43546
24,High School,Sales Representative,1,22516
38,High School,Manager,11,69089
35,Master's,Manager,5,110726
24,Bachelor's,Data Analyst,5,69701
49,Master's,Sales Representative,18,62167
29,High School,Manager,4,67859
28,PhD,Data Analyst,4,98202
33,PhD,Manager,9,113914
53,High School,Data Analyst,20,47171
50,High School,Software Engineer,15,62007
51,Bachelor's,Manager,21,93168
51,Master's,Sales Representative,17,56220
34,PhD,Software Engineer,9,118724
55,Bachelor's,Sales Representative,18,52443
46,Master's,Sales Representative,13,64993
48,Bachelor's,Software Engineer,15,79119
51,PhD,Manager,19,134825
29,PhD,Data Analyst,3,84690
51,PhD,Software Engineer,19,123594
35,High School,Data Analyst,10,49165
43,Bachelor's,Manager,15,78298
45,Bachelor's,Software Engineer,17,95167
49,High School,Manager,20,67548
53,Master's,Sales Representative,18,58093
30,Master's,Manager,2,111958
52,Bachelor's,Data Analyst,18,68366
41,Bachelor's,Data Analyst,11,79738
29,High School,Manager,7,63546
27,Bachelor's,Manager,2,69571
43,High School,Manager,12,76657
35,High School,Software Engineer,10,48636
51,Bachelor's,Sales Representative,18,56697
33,Master's,Data Analyst,5,76684
47,High School,Manager,18,62863
55,High School,Software Engineer,19,57038
40,PhD,Manager,9,125426
42,Master's,Software Engineer,13,91391
47,Master's,Data Analyst,16,101765
23,Bachelor's,Manager,0,86039
22,Master's,Manager,1,118626
56,Master's,Sales Representative,26,66380
45,Master's,Software Engineer,14,99227
40,High School,Sales Representative,10,38546
54,Bachelor's,Manager,21,100689
27,Bachelor's,Software Engineer,0,65300
40,Bachelor's,Software Engineer,9,81991
44,Master's,Software Engineer,15,102020
28,Bachelor's,Data Analyst,4,77990
52,PhD,Sales Representative,17,56174
41,Master's,Manager,13,99928
53,PhD,Manager,18,121708
58,Master's,Sales Representative,22,64989
40,PhD,Software Engineer,12,114664
33,High School,Data Analyst,9,44948
21,High School,Data Analyst,0,49648
47,Bachelor's,Data Analyst,18,69375
46,Master's,Software Engineer,17,109031
39,Bachelor's,Data Analyst,10,80403
21,Bachelor's,Sales Representative,0,42774
25,Bachelor's,Manager,5,76232
53,Master's,Data Analyst,24,99446
39,High School,Software Engineer,15,46865
40,PhD,Software Engineer,10,113942
54,High School,Sales Representative,17,52153
32,High School,Sales Representative,6,43004
49,Master's,Sales Representative,15,57597
59,Master's,Data Analyst,20,104197
50,Master's,Data Analyst,16,92449
21,PhD,Software Engineer,0,101364
54,Master's,Software Engineer,19,108265
41,Bachelor's,Software Engineer,10,80841
59,PhD,Manager,24,125098
60,PhD,Manager,24,131009
37,PhD,Data Analyst,8,100247
45,Master's,Sales Representative,15,64199
34,High School,Manager,6,62050
28,PhD,Software Engineer,6,127317
58,Master's,Sales Representative,23,61819
44,Master's,Data Analyst,16,97148
39,Bachelor's,Software Engineer,13,69749
45,Bachelor's,Manager,18,84845
25,High School,Software Engineer,1,52677
40,PhD,Manager,14,135753
50,Master's,Data Analyst,19,108878
45,Master's,Sales Representative,14,65635
43,Master's,Sales Representative,12,64990
22,High School,Software Engineer,0,48131
37,PhD,Software Engineer,10,102883
46,Bachelor's,Software Engineer,14,78479
30,PhD,Manager,7,126482
30,Bachelor's,Data Analyst,1,54962
49,PhD,Manager,17,126228
59,High School,Software Engineer,20,62336
37,Master's,Sales Representative,10,56508
38,Master's,Manager,9,106922
33,PhD,Manager,6,117309
57,PhD,Data Analyst,20,105685
56,High School,Manager,21,80926
54,Master's,Software Engineer,20,91918
48,High School,Data Analyst,17,44734
47,High School,Data Analyst,14,54214
25,Master's,Manager,5,106543
26,Master's,Manager,5,96650
56,Master's,Software Engineer,20,110321
56,High School,Sales Representative,19,37585
53,Bachelor's,Manager,17,90929
26,Bachelor's,Manager,5,76417
38,Bachelor's,Software Engineer,10,78838
31,Bachelor's,Software Engineer,4,75248
23,High School,Software Engineer,0,46004
46,Master's,Software Engineer,16,89928
59,Bachelor's,Software Engineer,19,98684
54,Master's,Data Analyst,22,82552
23,High School,Sales Representative,2,36237
59,Bachelor's,Manager,24,87873
50,High School,Data Analyst,18,50137
58,PhD,Data Analyst,21,102041
50,PhD,Data Analyst,20,111924
58,Bachelor's,Software Engineer,24,92833
30,High School,Manager,8,61868
25,PhD,Sales Representative,1,69201
34,PhD,Manager,10,107609
29,High School,Sales Representative,5,35560
23,High School,Manager,2,57836
45,PhD,Software Engineer,16,131477
40,PhD,Software Engineer,11,109359
28,Bachelor's,Software Engineer,5,57215
39,PhD,Manager,13,124349
43,Bachelor's,Manager,14,91724
43,Master's,Software Engineer,14,100616
38,Bachelor's,Manager,11,77484
45,Bachelor's,Software Engineer,13,91692
44,Bachelor's,Manager,14,93849
57,PhD,Data Analyst,23,105401
44,Bachelor's,Manager,13,81236
38,High School,Sales Representative,10,41629
45,Bachelor's,Manager,15,94697
43,High School,Sales Representative,14,39049
43,Bachelor's,Software Engineer,11,67083
60,PhD,Sales Representative,26,63719
34,High School,Sales Representative,10,42417
47,Bachelor's,Data Analyst,16,90360
33,High School,Sales Representative,4,30479
42,PhD,Software Engineer,11,125055
21,High School,Data Analyst,0,49247
26,PhD,Manager,3,132567
47,High School,Sales Representative,18,54303
36,Master's,Manager,10,119494
33,High School,Data Analyst,7,51890
58,Bachelor's,Sales Representative,24,60285
29,High School,Sales Representative,7,30437
56,PhD,Sales Representative,21,62443
32,PhD,Data Analyst,5,94394
50,Master's,Data Analyst,15,104942
40,High School,Manager,13,52615
56,PhD,Sales Representative,21,76780
32,High School,Sales Representative,7,36942
35,High School,Manager,7,62936
47,High School,Sales Representative,14,47742
53,High School,Sales Representative,17,44616
45,Bachelor's,Sales Representative,13,47068
51,Bachelor's,Data Analyst,19,86439
51,PhD,Sales Representative,20,55911
48,PhD,Software Engineer,15,109948
50,High School,Data Analyst,21,39528
50,High School,Sales Representative,19,44588
32,Master's,Sales Representative,8,64071
57,PhD,Manager,21,110115
42,Bachelor's,Software Engineer,12,80472
30,Master's,Software Engineer,5,79246
48,High School,Data Analyst,17,53242
42,Bachelor's,Manager,11,79310
49,High School,Software Engineer,16,69682
31,Master's,Software Engineer,6,104539
45,High School,Sales Representative,16,32526
54,High School,Software Engineer,17,62036
32,High School,Software Engineer,8,40783
44,PhD,Sales Representative,13,70802
51,High School,Data Analyst,19,57592
43,PhD,Data Analyst,9,91324
38,Master's,Sales Representative,9,55403
48,PhD,Sales Representative,17,66313
40,High School,Software Engineer,10,57546
48,PhD,Data Analyst,18,91087
38,PhD,Software Engineer,10,126702
42,Master's,Software Engineer,16,108051
34,PhD,Sales Representative,4,59500
54,High School,Sales Representative,19,42119
52,Master's,Manager,19,102191
24,Bachelor's,Manager,0,70078
33,PhD,Software Engineer,3,98666
29,High School,Software Engineer,4,36292
24,Master's,Manager,0,111957
35,Master's,Software Engineer,8,108856
36,PhD,Data Analyst,7,91086
59,High School,Manager,24,69399
31,High School,Manager,6,52635
21,PhD,Manager,0,112688
59,High School,Data Analyst,24,55566
31,PhD,Software Engineer,6,114509
53,PhD,Sales Representative,17,69150
50,High School,Sales Representative,19,44391
37,PhD,Manager,11,108618
30,High School,Sales Representative,5,33290
26,High School,Data Analyst,6,48305
49,Bachelor's,Data Analyst,15,81513
36,Bachelor's,Software Engineer,12,69242
58,Master's,Sales Representative,23,65956
25,PhD,Sales Representative,3,65866
51,Master's,Software Engineer,20,90067
48,Bachelor's,Manager,19,88575
47,Master's,Data Analyst,14,91498
48,Master's,Manager,20,119868
40,PhD,Sales Representative,12,62115
27,PhD,Software Engineer,0,105941
46,Master's,Software Engineer,15,92842
55,PhD,Sales Representative,21,62238
42,High School,Sales Representative,11,37067
47,PhD,Software Engineer,16,124618
33,PhD,Sales Representative,7,60525
28,Master's,Data Analyst,7,95526
31,Master's,Manager,10,93419
42,Bachelor's,Data Analyst,14,59291
41,Bachelor's,Sales Representative,12,51562
48,High School,Software Engineer,13,54029
38,High School,Software Engineer,10,56690
23,PhD,Software Engineer,0,92313
58,PhD,Manager,22,120209
30,Bachelor's,Manager,7,85959
31,PhD,Data Analyst,5,90628
25,High School,Data Analyst,4,58020
51,Bachelor's,Software Engineer,16,96093
23,Master's,Sales Representative,2,58502
22,Master's,Sales Representative,1,56444
45,High School,Manager,12,66157
39,Master's,Sales Representative,11,65446
29,Master's,Software Engineer,7,92591
60,Master's,Manager,23,116331
52,High School,Data Analyst,19,64020
28,High School,Data Analyst,1,43433
26,PhD,Manager,1,101269
31,Bachelor's,Software Engineer,4,89059
54,PhD,Data Analyst,17,99186
54,PhD,Data Analyst,19,89197
25,High School,Data Analyst,3,43501
38,PhD,Software Engineer,9,118439
59,PhD,Manager,25,115080
25,Bachelor's,Manager,1,91495
27,Bachelor's,Manager,4,75973
28,PhD,Sales Representative,3,64055
44,Bachelor's,Software Engineer,15,92893
41,PhD,Manager,15,107617
31,High School,Software Engineer,2,56831
38,PhD,Software Engineer,12,112831
34,PhD,Data Analyst,9,102024
38,Master's,Sales Representative,13,65633
25,High School,Sales Representative,2,32699
22,Master's,Software Engineer,2,101370
28,PhD,Data Analyst,3,93110
22,PhD,Software Engineer,0,127852
30,High School,Software Engineer,1,45556
49,Master's,Sales Representative,18,59176
28,Bachelor's,Manager,6,92090
50,High School,Manager,17,73797
42,Bachelor's,Sales Representative,13,49764
34,High School,Software Engineer,4,51390
55,High School,Manager,20,77164
46,Master's,Manager,16,105261
29,PhD,Software Engineer,5,106518
34,Bachelor's,Software Engineer,8,67014
29,Bachelor's,Manager,5,81114
26,High School,Sales Representative,1,31554
41,High School,Sales Representative,11,31868
41,PhD,Data Analyst,12,119257
51,Bachelor's,Data Analyst,15,69824
57,PhD,Data Analyst,21,94838
28,Master's,Sales Representative,5,66402
27,Bachelor's,Data Analyst,2,57646
37,Master's,Sales Representative,8,42076
28,Bachelor's,Manager,5,92673
29,Bachelor's,Data Analyst,1,60499
43,High School,Software Engineer,12,59938
29,Master's,Manager,3,99935
48,Master's,Data Analyst,17,80393
32,Master's,Manager,7,120528
24,High School,Sales Representative,0,25844
26,PhD,Software Engineer,4,114216
60,Master's,Software Engineer,25,122594
57,PhD,Data Analyst,20,107884
46,Master's,Manager,12,101181
31,Master's,Software Engineer,6,84160
26,Master's,Manager,0,106678
28,High School,Sales Representative,7,32797
25,Master's,Sales Representative,3,50481
34,Bachelor's,Manager,9,93374
24,PhD,Sales Representative,0,65666
22,PhD,Sales Representative,1,59149
48,Bachelor's,Data Analyst,17,87062
41,Bachelor's,Manager,9,77305
23,Master's,Software Engineer,0,88418
22,PhD,Software Engineer,1,129242
27,Master's,Manager,2,109964
60,PhD,Data Analyst,23,98348
35,Master's,Sales Representative,9,52160
60,High School,Data Analyst,24,45934
25,High School,Sales Representative,1,37019
32,PhD,Sales Representative,5,62402
28,High School,Manager,4,66146
22,High School,Software Engineer,0,41970
52,PhD,Software Engineer,18,116191
26,PhD,Manager,3,121776
35,High School,Sales Representative,8,35779
25,Bachelor's,Software Engineer,0,76797
32,PhD,Manager,7,129179
58,Master's,Data Analyst,25,112823
23,High School,Manager,1,54200
39,High School,Sales Representative,12,44980
31,Master's,Data Analyst,8,80779
40,Master's,Manager,9,106710
35,High School,Software Engineer,12,56719
52,Bachelor's,Manager,20,86748
29,High School,Sales Representative,6,42723
58,High School,Data Analyst,23,56599
24,Master's,Manager,1,112877
51,Master's,Software Engineer,21,110936
42,Master's,Sales Representative,14,53873
30,PhD,Software Engineer,8,123885
24,High School,Data Analyst,3,49757
40,High School,Data Analyst,13,47688
32,Bachelor's,Manager,9,93335
39,High School,Software Engineer,10,64091
26,High School,Sales Representative,4,38413
23,PhD,Manager,0,103086
56,Bachelor's,Sales Representative,21,52704
31,Bachelor's,Software Engineer,6,65225
56,PhD,Sales Representative,24,70075
28,Bachelor's,Software Engineer,3,67066
50,PhD,Software Engineer,19,107363
35,High School,Software Engineer,12,56193
23,Bachelor's,Software Engineer,0,62093
40,Master's,Sales Representative,11,59662
26,Master's,Sales Representative,3,46813
53,Bachelor's,Software Engineer,16,79428
42,Master's,Manager,14,114727
23,High School,Software Engineer,1,49165
56,Bachelor's,Data Analyst,16,70636
52,Bachelor's,Software Engineer,18,83837
28,High School,Software Engineer,4,42944
56,PhD,Sales Representative,17,63331
39,Bachelor's,Data Analyst,12,76536
57,PhD,Manager,23,129732
46,Bachelor's,Data Analyst,15,77955
58,Bachelor's,Manager,21,92386
36,Bachelor's,Data Analyst,8,66515
60,PhD,Sales Representative,26,78294
32,PhD,Sales Representative,1,55046
47,Master's,Software Engineer,21,100536
49,PhD,Manager,18,135835
31,High School,Sales Representative,5,39018
35,PhD,Manager,7,104956
36,Master's,Manager,7,122173
37,Master's,Software Engineer,13,115917
57,Master's,Sales Representative,20,68472
35,Master's,Sales Representative,11,65192
25,High School,Manager,5,50315
52,Bachelor's,Software Engineer,22,80685
54,Bachelor's,Sales Representative,19,49635
34,High School,Data Analyst,10,50397
55,Bachelor's,Manager,18,89384
24,PhD,Sales Representative,0,65761
34,High School,Manager,8,54939
26,Bachelor's,Data Analyst,5,61341
23,Master's,Data Analyst,0,83765
57,High School,Software Engineer,23,57196
21,Bachelor's,Manager,3,90788
42,High School,Data Analyst,15,58572
39,Master's,Data Analyst,12,78328
22,PhD,Sales Representative,1,52830
57,Bachelor's,Data Analyst,23,81904
26,High School,Software Engineer,1,55930
24,High School,Manager,2,63730
41,Bachelor's,Manager,13,82058
23,Bachelor's,Manager,0,71692
56,Master's,Manager,21,126599
40,PhD,Data Analyst,11,92787
25,PhD,Manager,3,116359
37,High School,Sales Representative,10,42360
43,Master's,Software Engineer,13,101748
41,Master's,Data Analyst,14,90319
36,PhD,Data Analyst,9,92751
60,High School,Data Analyst,27,61017
30,Bachelor's,Data Analyst,5,66522
48,PhD,Sales Representative,19,64754
60,Master's,Software Engineer,21,97069
33,Bachelor's,Data Analyst,7,72820
56,Master's,Manager,19,98210
57,High School,Data Analyst,22,64476
24,PhD,Data Analyst,2,102290
54,Bachelor's,Sales Representative,21,53135
42,High School,Software Engineer,10,60781
56,Bachelor's,Manager,24,87093
56,PhD,Data Analyst,21,103463
50,PhD,Sales Representative,18,69620
40,Bachelor's,Software Engineer,11,76994
31,Bachelor's,Manager,6,80691
48,Bachelor's,Data Analyst,19,88778
34,Master's,Data Analyst,10,95641
28,PhD,Software Engineer,5,121775
47,PhD,Sales Representative,21,60236
31,High School,Manager,8,65365
27,Bachelor's,Data Analyst,3,83485
46,PhD,Data Analyst,19,92103
41,PhD,Manager,13,112490
31,Master's,Manager,7,115856
50,PhD,Sales Representative,20,78196
57,Master's,Data Analyst,24,108404
43,Master's,Sales Representative,11,64352
46,Bachelor's,Manager,16,84111
56,High School,Sales Representative,19,31832
33,Master's,Sales Representative,9,53611
50,Bachelor's,Software Engineer,16,69319
36,High School,Data Analyst,13,48400
22,Master's,Software Engineer,2,94109
25,PhD,Manager,4,106954
25,PhD,Manager,3,112390
36,Bachelor's,Software Engineer,10,94032
55,Master's,Software Engineer,20,105753
32,High School,Data Analyst,10,41916
37,Bachelor's,Manager,16,93831
40,Bachelor's,Manager,13,89918
34,PhD,Sales Representative,8,56913
44,PhD,Sales Representative,16,59474
25,High School,Sales Representative,3,41764
24,PhD,Data Analyst,2,92006
56,Master's,Software Engineer,21,106750
23,PhD,Software Engineer,0,103983
32,High School,Sales Representative,5,34299
48,Bachelor's,Sales Representative,17,49308
55,Master's,Sales Representative,22,69096
29,Bachelor's,Sales Representative,8,45888
35,Bachelor's,Sales Representative,8,47720
54,Master's,Manager,20,106891
22,High School,Data Analyst,0,40554
28,High School,Sales Representative,8,41598
56,Master's,Data Analyst,19,108299
43,PhD,Manager,15,132831
21,Master's,Sales Representative,0,59405
27,High School,Manager,1,62624
30,Bachelor's,Data Analyst,5,75672
40,Master's,Data Analyst,13,95454
30,Master's,Manager,7,112386
35,Master's,Data Analyst,7,74721
37,Master's,Sales Representative,9,48871
48,PhD,Manager,15,118901
31,Master's,Software Engineer,8,77230
32,High School,Data Analyst,5,46018
23,Master's,Data Analyst,0,91420
55,Bachelor's,Sales Representative,19,50500
40,Bachelor's,Software Engineer,9,82685
40,High School,Data Analyst,11,52623
32,PhD,Manager,6,107855
34,PhD,Software Engineer,11,101208
46,High School,Sales Representative,16,32153
28,PhD,Manager,3,97697
38,Master's,Data Analyst,13,85158
39,Master's,Data Analyst,11,99647
59,Bachelor's,Software Engineer,24,95667
22,Bachelor's,Software Engineer,3,71648
33,Bachelor's,Data Analyst,8,81691
46,High School,Software Engineer,15,59820
21,High School,Data Analyst,2,39099
42,PhD,Sales Representative,10,55653
23,PhD,Software Engineer,0,97478
55,High School,Manager,22,64976
53,High School,Sales Representative,18,41123
34,High School,Manager,8,67102
38,Bachelor's,Data Analyst,9,71140
22,PhD,Data Analyst,2,98354
38,Master's,Manager,11,121931
43,High School,Data Analyst,13,53591
25,Bachelor's,Manager,6,90203
52,Master's,Software Engineer,16,109341
42,Master's,Manager,13,112217
31,Master's,Manager,7,102673
53,High School,Software Engineer,22,64746
58,High School,Data Analyst,25,55748
46,Master's,Data Analyst,15,107258
58,Master's,Manager,22,126330
26,Bachelor's,Data Analyst,5,81978
34,Bachelor's,Manager,7,80632
32,Master's,Software Engineer,3,110234
50,PhD,Data Analyst,22,98069
31,PhD,Sales Representative,4,63345
27,Bachelor's,Manager,0,83651
30,High School,Data Analyst,5,54041
30,Bachelor's,Data Analyst,3,73574
53,PhD,Software Engineer,18,105116
23,Master's,Manager,3,106278
36,PhD,Software Engineer,12,104269
33,PhD,Software Engineer,9,99649
37,Bachelor's,Sales Representative,10,41019
47,PhD,Manager,13,124644
40,Bachelor's,Software Engineer,16,82963
46,Bachelor's,Manager,14,77971
31,Bachelor's,Sales Representative,11,53937
49,Master's,Sales Representative,21,58984
23,Bachelor's,Software Engineer,2,62945
30,Bachelor's,Data Analyst,1,58991
26,Bachelor's,Software Engineer,0,79866
22,Bachelor's,Sales Representative,2,38265
24,Bachelor's,Manager,2,91112
35,Master's,Manager,6,118086
55,High School,Sales Representative,21,50180
42,PhD,Software Engineer,10,128339
21,Bachelor's,Sales Representative,0,39952
21,PhD,Data Analyst,1,81447
54,Bachelor's,Software Engineer,19,87934
42,PhD,Data Analyst,13,90479
58,PhD,Manager,22,130419
60,PhD,Software Engineer,22,109314
35,High School,Software Engineer,9,60945
31,PhD,Software Engineer,4,99018
41,PhD,Manager,8,128763
27,High School,Software Engineer,5,53710
57,Master's,Software Engineer,26,94082
34,Bachelor's,Data Analyst,7,62616
41,Master's,Sales Representative,9,51874
33,High School,Data Analyst,9,36255
40,Bachelor's,Data Analyst,12,76220
49,Bachelor's,Manager,16,81850
42,Bachelor's,Manager,11,90802
58,Bachelor's,Manager,23,90633
50,High School,Software Engineer,19,54066
21,PhD,Manager,2,119281
55,High School,Manager,19,77313
35,Bachelor's,Data Analyst,12,72191
57,High School,Manager,22,66399
38,Bachelor's,Software Engineer,9,82014
31,PhD,Sales Representative,6,73620
57,PhD,Sales Representative,24,74925
33,Bachelor's,Data Analyst,9,54553
30,Bachelor's,Manager,2,83142
30,Bachelor's,Manager,6,85427
34,High School,Data Analyst,8,51514
56,PhD,Manager,24,123265
51,Master's,Manager,19,107037
22,PhD,Manager,3,127998
33,High School,Software Engineer,8,44777
54,PhD,Sales Representative,26,70246
43,Master's,Software Engineer,13,99186
49,Master's,Manager,14,114763
54,Master's,Software Engineer,21,102542
60,High School,Sales Representative,25,38672
42,Master's,Software Engineer,11,121345
44,Master's,Data Analyst,14,81039
55,High School,Software Engineer,18,64950
60,Bachelor's,Software Engineer,21,94603
32,Master's,Data Analyst,4,102666
44,PhD,Data Analyst,16,109266
51,PhD,Data Analyst,17,111156
35,Bachelor's,Software Engineer,10,77074
40,Bachelor's,Software Engineer,15,74055
47,Master's,Manager,14,99025
51,PhD,Software Engineer,20,103813
36,High School,Software Engineer,8,56251
51,High School,Data Analyst,22,53265
52,Master's,Manager,20,117782
36,Master's,Software Engineer,13,114802
56,High School,Manager,20,80996
54,High School,Software Engineer,19,71738
29,Master's,Manager,3,94642
53,Master's,Sales Representative,18,59502
34,High School,Software Engineer,5,52083
36,Bachelor's,Software Engineer,6,92202
43,Bachelor's,Manager,16,78396
54,High School,Software Engineer,21,61592
50,High School,Manager,17,75799
52,PhD,Manager,21,128554
35,Bachelor's,Sales Representative,9,45210
42,High School,Manager,14,60091
42,High School,Software Engineer,11,64686
56,PhD,Software Engineer,22,133069
29,Bachelor's,Data Analyst,9,68238
59,High School,Manager,22,81622
40,Master's,Data Analyst,9,88141
50,PhD,Software Engineer,20,117118
34,PhD,Sales Representative,6,55745
53,Bachelor's,Data Analyst,19,85646
25,High School,Manager,1,59838
28,Bachelor's,Manager,7,92981
44,PhD,Software Engineer,16,124692
37,Bachelor's,Manager,7,88925
41,Master's,Sales Representative,14,63649
38,High School,Sales Representative,10,39864
53,PhD,Data Analyst,16,91138
44,High School,Software Engineer,12,64533
56,High School,Sales Representative,23,45296
30,Master's,Sales Representative,7,46867
55,Bachelor's,Software Engineer,20,73155
54,Master's,Sales Representative,18,61046
21,Bachelor's,Software Engineer,3,91372
42,Bachelor's,Software Engineer,11,78590
38,High School,Software Engineer,10,48514
47,High School,Software Engineer,17,50671
43,High School,Sales Representative,15,40379
23,Bachelor's,Sales Representative,1,44700
22,Master's,Data Analyst,3,103022
53,PhD,Sales Representative,19,68385
33,High School,Sales Representative,9,44383
30,Master's,Software Engineer,6,117309
53,Master's,Data Analyst,16,93017
57,Bachelor's,Manager,23,86475
25,High School,Sales Representative,1,28626
29,PhD,Sales Representative,8,61386
48,Master's,Software Engineer,16,105959
52,PhD,Software Engineer,19,127798
55,Master's,Manager,20,102912
25,PhD,Manager,0,120885
39,Master's,Manager,11,117469
31,Bachelor's,Manager,5,68220
45,PhD,Sales Representative,17,59038
45,PhD,Software Engineer,14,115651
48,Master's,Software Engineer,18,101560
34,High School,Sales Representative,5,43163
55,Bachelor's,Manager,20,92085
21,High School,Manager,0,63876
42,High School,Software Engineer,14,69196
48,PhD,Sales Representative,18,67891
52,PhD,Manager,20,133505
34,Master's,Manager,13,102260
42,PhD,Sales Representative,10,70611
34,Master's,Software Engineer,8,84336
50,High School,Data Analyst,18,52869
32,PhD,Data Analyst,6,104218
55,Master's,Data Analyst,19,94271
54,PhD,Software Engineer,20,128969
30,PhD,Data Analyst,5,107163
30,Bachelor's,Software Engineer,5,62641
54,Master's,Software Engineer,23,113729
42,Master's,Data Analyst,12,84585
36,High School,Sales Representative,3,27374
50,High School,Data Analyst,16,58355
26,Master's,Sales Representative,2,59822
44,High School,Data Analyst,16,44921
44,Bachelor's,Sales Representative,15,53269
54,Master's,Sales Representative,22,68149
23,Bachelor's,Software Engineer,0,63035
24,Bachelor's,Manager,1,78502
49,Master's,Software Engineer,15,99218
32,Master's,Data Analyst,8,83103
60,High School,Data Analyst,21,42899
40,Master's,Data Analyst,12,98549
51,High School,Software Engineer,17,59477
28,Bachelor's,Data Analyst,4,67880
50,High School,Sales Representative,22,43526
57,PhD,Sales Representative,24,67220
25,Master's,Software Engineer,2,102307
50,Bachelor's,Sales Representative,18,47912
55,PhD,Sales Representative,19,78933
56,Bachelor's,Manager,20,90938
57,PhD,Manager,21,119673
41,Bachelor's,Data Analyst,12,73046
54,Master's,Software Engineer,19,121528
27,Master's,Sales Representative,0,45652
51,Bachelor's,Sales Representative,19,49304
59,PhD,Data Analyst,18,91340
26,PhD,Sales Representative,2,59967
26,High School,Software Engineer,2,39721
57,Master's,Sales Representative,17,58387
53,PhD,Manager,21,117710
30,PhD,Sales Representative,4,62888
52,Master's,Data Analyst,17,98119
21,Master's,Manager,0,94836
36,High School,Sales Representative,10,40253
59,PhD,Software Engineer,19,127611
57,High School,Manager,22,71974
40,High School,Data Analyst,8,47560
27,Bachelor's,Sales Representative,4,40998
58,Master's,Data Analyst,25,106508
28,High School,Software Engineer,4,45154
46,Master's,Data Analyst,17,103523
52,Bachelor's,Software Engineer,19,104725
36,PhD,Sales Representative,6,69805
25,Master's,Sales Representative,4,54376
22,Bachelor's,Sales Representative,0,41215
38,Bachelor's,Sales Representative,11,49811
21,Bachelor's,Manager,0,82106
35,Master's,Manager,9,103083
47,PhD,Manager,14,107908
42,High School,Sales Representative,12,44510
29,High School,Software Engineer,3,57954
37,High School,Software Engineer,8,50277
25,High School,Data Analyst,1,46242
50,High School,Sales Representative,15,39451
46,Bachelor's,Manager,13,74785
32,Bachelor's,Sales Representative,8,42850
41,High School,Data Analyst,13,44991
36,Master's,Data Analyst,10,101674
24,Master's,Data Analyst,1,87863
50,Master's,Software Engineer,17,98158
35,Bachelor's,Sales Representative,9,40797
34,PhD,Manager,6,114073
34,Master's,Data Analyst,7,75837
58,Master's,Manager,22,129405
29,Bachelor's,Software Engineer,7,65403
57,Bachelor's,Manager,21,80901
40,PhD,Sales Representative,12,74688
45,Master's,Data Analyst,15,94332
49,Master's,Sales Representative,16,59474
25,PhD,Software Engineer,4,101656
55,High School,Sales Representative,23,40821
53,Bachelor's,Software Engineer,19,67417
39,PhD,Software Engineer,12,106516
26,Bachelor's,Sales Representative,2,48921
40,PhD,Data Analyst,13,109398
38,High School,Manager,13,58268
38,Bachelor's,Software Engineer,12,67451
58,Bachelor's,Software Engineer,19,76830
41,Master's,Data Analyst,15,100479
44,PhD,Software Engineer,16,104395
44,High School,Data Analyst,16,42928
46,High School,Software Engineer,15,53961
44,High School,Data Analyst,13,50713
40,Bachelor's,Software Engineer,15,72852
36,Master's,Software Engineer,9,112402
52,Master's,Data Analyst,16,83471
57,Master's,Software Engineer,24,94700
22,Master's,Data Analyst,3,82065
26,High School,Data Analyst,3,43264
35,High School,Manager,8,55891
35,High School,Sales Representative,10,27834
40,Bachelor's,Sales Representative,9,52364
59,Master's,Software Engineer,22,117645
42,Bachelor's,Software Engineer,14,86833
60,Bachelor's,Manager,22,97966
37,PhD,Software Engineer,14,136777
46,PhD,Software Engineer,16,107698
32,High School,Sales Representative,11,37854
41,Master's,Manager,11,124812
29,Master's,Software Engineer,4,97055
30,Bachelor's,Manager,7,72644
33,Bachelor's,Data Analyst,8,53900
48,PhD,Manager,17,129114
58,Bachelor's,Sales Representative,25,53106
36,Master's,Sales Representative,9,54199
33,Bachelor's,Software Engineer,7,85033
24,High School,Software Engineer,4,45775
52,High School,Sales Representative,17,34951
58,PhD,Manager,22,136269
26,High School,Manager,2,56494
49,High School,Software Engineer,18,57317
29,PhD,Manager,2,104125
50,Master's,Sales Representative,17,65455
44,Bachelor's,Sales Representative,13,51566
53,Bachelor's,Software Engineer,18,94283
58,High School,Sales Representative,24,48319
35,PhD,Software Engineer,5,118913
35,High School,Software Engineer,7,61847
30,Bachelor's,Software Engineer,7,79006
42,Bachelor's,Sales Representative,14,54771
47,Bachelor's,Software Engineer,13,82972
60,Master's,Data Analyst,21,97816
29,Bachelor's,Sales Representative,2,54606
33,High School,Data Analyst,10,53961
49,High School,Data Analyst,18,56360
52,Master's,Data Analyst,16,82098
34,PhD,Data Analyst,7,111150
44,High School,Sales Representative,12,34376
25,High School,Sales Representative,5,38535
59,High School,Data Analyst,20,46274
33,Master's,Data Analyst,7,91132
54,Master's,Software Engineer,22,99815
42,Master's,Sales Representative,11,55213
55,Bachelor's,Manager,15,83130
42,High School,Data Analyst,15,42761
23,PhD,Manager,1,117386
53,Bachelor's,Data Analyst,20,73030
42,Master's,Software Engineer,13,100063
39,High School,Data Analyst,9,51812
60,Master's,Data Analyst,25,89780
53,Master's,Software Engineer,21,100014
38,PhD,Software Engineer,11,126514
22,Bachelor's,Sales Representative,0,44243
28,Bachelor's,Manager,4,79934
41,Bachelor's,Software Engineer,13,68082
35,High School,Software Engineer,13,65379
